City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
50,Abha,SA,18.2164,42.5053,51.8,93,0,3.8,clear sky
51,Arraial Do Cabo,BR,-22.9661,-42.0278,75.33,83,7,28.27,clear sky
52,Hauterive,FR,46.0901,3.4459,35.6,93,90,3.44,overcast clouds
53,Behbahan,IR,30.5959,50.2417,53.6,87,23,6.91,few clouds
54,Upernavik,GL,72.7868,-56.1549,14.95,94,100,9.91,light snow
55,Spasskoye,RU,44.6108,132.7969,4.95,92,83,4.21,broken clouds
56,Edd,ER,13.9297,41.6925,71.64,85,100,4.05,overcast clouds
57,Georgetown,MY,5.4112,100.3354,82.4,61,20,9.22,few clouds
58,Hithadhoo,MV,-0.6,73.0833,80.69,71,25,8.39,scattered clouds
59,Luanda,AO,-8.8368,13.2343,77.0,83,20,4.61,few clouds
60,Dingle,PH,10.9995,122.6711,76.82,89,100,10.27,light rain
61,Axim,GH,4.8699,-2.2405,78.37,84,0,5.7,clear sky
62,Bambous Virieux,MU,-20.3428,57.7575,81.0,83,75,11.5,light rain
63,Mashhad,IR,36.297,59.6062,42.8,52,0,6.91,clear sky
64,Lagoa,PT,39.05,-27.9833,61.66,81,39,28.5,light rain
65,Coihaique,CL,-45.5752,-72.0662,57.2,72,75,5.75,broken clouds
66,Victoria,HK,22.2855,114.1577,57.99,47,0,1.99,clear sky
67,Punta Arenas,CL,-53.15,-70.9167,53.6,66,90,17.27,overcast clouds
68,Khakhea,BW,-24.6895,23.494,74.12,21,8,7.52,clear sky
69,Santa Rosa,PH,14.3122,121.1114,82.4,74,40,4.61,scattered clouds
70,Quelimane,MZ,-17.8786,36.8883,77.83,93,100,2.89,overcast clouds
71,Bure,ET,10.7,37.0667,55.76,50,97,4.21,overcast clouds
72,Brae,GB,60.3964,-1.353,42.8,70,40,25.32,scattered clouds
73,Aksu,CN,41.1231,80.2644,14.22,82,0,2.46,clear sky
74,Goderich,CA,43.7501,-81.7165,30.2,86,100,4.61,light snow
75,East London,ZA,-33.0153,27.9116,68.85,72,68,4.99,broken clouds
76,Lamu,KE,-2.2717,40.902,78.8,83,1,3.44,clear sky
77,Saint-Andre-Les-Vergers,FR,48.2853,4.0521,39.2,81,90,8.05,overcast clouds
78,Fereydunshahr,IR,32.941,50.121,24.19,96,96,4.81,overcast clouds
79,Mahebourg,MU,-20.4081,57.7,78.8,83,75,11.5,light rain
80,Korla,CN,41.7597,86.1469,18.0,80,36,2.53,scattered clouds
81,Lethem,GY,3.3803,-59.7968,78.62,69,58,12.1,broken clouds
82,Sisimiut,GL,66.9395,-53.6735,14.04,94,100,10.94,light snow
83,Rio Bueno,CL,-40.3167,-72.9667,60.8,84,0,4.61,clear sky
84,Kapoeta,SS,4.7717,33.5903,79.72,41,73,7.16,broken clouds
85,Riachao Das Neves,BR,-11.7461,-44.91,70.59,87,100,2.93,light rain
86,Port Elizabeth,ZA,-33.918,25.5701,66.2,82,75,3.44,broken clouds
87,Saint-Louis,SN,16.3333,-15.0,68.7,20,93,10.92,overcast clouds
88,Emba,KZ,48.8264,58.1442,16.7,93,100,8.61,overcast clouds
89,Moskovskiy,RU,55.5991,37.355,-9.4,84,20,2.24,few clouds
90,Qaanaaq,GL,77.484,-69.3632,-0.89,73,0,6.71,clear sky
91,Carnarvon,AU,-24.8667,113.6333,87.8,74,59,8.05,broken clouds
92,Cidreira,BR,-30.1811,-50.2056,72.97,91,100,13.78,overcast clouds
93,Monrovia,LR,6.3005,-10.7969,75.2,94,20,4.52,mist
94,Raudeberg,NO,61.9875,5.1352,39.99,81,45,15.57,scattered clouds
95,Ratnagiri,IN,16.9833,73.3,79.27,57,94,3.29,overcast clouds
96,Berbera,SO,10.4396,45.0143,73.35,79,5,0.22,clear sky
97,Mamlyutka,KZ,54.9375,68.5394,-0.4,78,0,11.18,clear sky
98,Bosconia,CO,9.9689,-73.8836,77.47,61,6,2.8,clear sky
99,Areka,ET,7.0667,37.7,61.43,36,88,5.7,overcast clouds
100,Hamilton,US,39.1834,-84.5333,32.0,86,90,9.22,mist
101,Cherdyn,RU,60.403,56.4787,-13.45,90,99,5.37,overcast clouds
102,Rawson,AR,-43.3002,-65.1023,68.49,50,6,14.97,clear sky
103,Clyde River,CA,70.4692,-68.5914,5.0,92,90,25.32,snow
104,Grand Gaube,MU,-20.0064,57.6608,81.0,74,64,11.99,broken clouds
105,Vikulovo,RU,56.8167,70.6107,0.59,92,99,10.98,overcast clouds
106,Nantucket,US,41.2835,-70.0995,42.8,61,1,19.57,clear sky
107,Sur,OM,22.5667,59.5289,67.01,59,0,2.73,clear sky
108,Licata,IT,37.1071,13.9461,44.6,100,40,2.3,scattered clouds
109,Ipanema,BR,-30.1391,-51.2244,73.4,100,75,4.61,broken clouds
110,Marsh Harbour,BS,26.5412,-77.0636,66.65,67,100,16.2,overcast clouds
111,Longyearbyen,SJ,78.2186,15.6401,17.6,67,75,29.93,broken clouds
112,San Cristobal,VE,7.7669,-72.225,64.83,87,9,1.79,clear sky
113,Klaksvik,FO,62.2266,-6.589,32.0,100,40,8.05,scattered clouds
114,Narok,KE,-1.0783,35.8601,57.83,84,91,3.47,light rain
115,Margate,GB,51.3813,1.3862,37.99,82,1,1.99,clear sky
116,Soyo,AO,-6.1349,12.3689,78.24,82,97,8.21,overcast clouds
117,Binghamton,US,42.0987,-75.918,35.01,80,90,10.36,overcast clouds
118,Alta Floresta,BR,-9.8756,-56.0861,70.68,97,100,2.37,overcast clouds
119,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,0,3.44,clear sky
120,Ostrovnoy,RU,68.0531,39.5131,15.44,95,100,20.69,light snow
121,Saint-Philippe,RE,-21.3585,55.7679,78.8,65,0,3.44,clear sky
122,Marsa Matruh,EG,31.3525,27.2453,50.0,71,40,11.5,scattered clouds
123,San Miguel,SV,13.4833,-88.1833,76.59,66,61,0.36,broken clouds
124,Mananjary,MG,-21.2167,48.3333,78.85,86,60,5.73,broken clouds
125,Codrington,AU,-38.2667,141.9667,63.03,68,81,16.17,broken clouds
126,Aquiraz,BR,-3.9014,-38.3911,82.4,74,20,10.36,few clouds
127,Neuquen,AR,-38.9516,-68.0591,77.0,31,0,3.44,clear sky
128,Boundiali,CI,9.5217,-6.4869,65.53,25,0,3.58,clear sky
129,North Tonawanda,US,43.0387,-78.8642,35.01,80,90,9.22,overcast clouds
130,Tiznit,MA,29.5833,-9.5,51.46,46,0,1.45,clear sky
131,Zbarazh,UA,49.6636,25.7762,4.17,93,100,10.76,overcast clouds
132,Coihueco,CL,-36.6167,-71.8333,73.4,35,0,10.36,clear sky
133,Lasa,IT,46.6166,10.7002,28.0,80,75,8.05,broken clouds
134,Ushtobe,KZ,45.2514,77.9838,16.97,87,22,1.97,few clouds
135,Lagos,NG,6.5833,3.75,77.34,88,51,3.27,broken clouds
136,Gat,IL,31.61,34.7642,52.0,100,57,11.81,light rain
137,Ponta Do Sol,PT,32.6667,-17.1,55.99,61,100,1.99,overcast clouds
138,Turbat,PK,26.0023,63.044,57.49,63,0,1.74,clear sky
139,Mitsamiouli,KM,-11.3847,43.2844,81.25,76,97,7.31,overcast clouds
140,Vila Velha,BR,-20.3297,-40.2925,77.0,83,40,5.75,scattered clouds
141,Vysokaya Gora,RU,55.9128,49.3017,-16.6,76,48,2.24,scattered clouds
142,Chicama,PE,-7.8447,-79.1469,71.35,76,97,5.97,overcast clouds
143,Simbakoro,SL,8.6,-11.0167,63.18,36,0,0.16,clear sky
144,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.42,84,0,17.27,clear sky
145,Paamiut,GL,61.994,-49.6678,25.92,88,100,8.5,overcast clouds
146,Xique-Xique,BR,-10.8218,-42.7263,77.65,62,54,17.11,broken clouds
147,Cotonou,BJ,6.3654,2.4183,80.6,89,20,6.91,few clouds
148,Srikakulam,IN,18.3,83.9,75.09,67,24,7.45,few clouds
149,At-Bashi,KG,41.1702,75.8106,13.87,57,90,1.36,overcast clouds
150,Palora,EC,-1.7,-77.9333,66.76,95,93,3.06,overcast clouds
151,Charlestown,AU,-32.95,151.6667,88.0,53,67,8.39,broken clouds
152,Kuryk,KZ,43.2,51.65,45.12,87,5,22.82,clear sky
153,Atasu,KZ,48.6814,71.6433,12.4,88,29,1.16,scattered clouds
154,Grand-Santi,GF,4.25,-54.3833,71.38,97,100,2.28,overcast clouds
155,Richards Bay,ZA,-28.783,32.0377,70.02,87,33,7.34,scattered clouds
156,Yar-Sale,RU,66.8333,70.8333,-13.13,88,100,17.05,overcast clouds
157,Aktash,RU,50.3,87.7333,3.16,81,61,4.25,broken clouds
158,Mogadouro,PT,41.3403,-6.7119,33.15,93,0,2.59,clear sky
159,Fez,MA,34.0372,-4.9998,39.2,75,0,8.05,clear sky
160,Port-Cartier,CA,50.0334,-66.8654,32.0,100,100,12.66,snow
161,Nuuk,GL,64.1835,-51.7216,23.0,86,90,7.65,overcast clouds
162,Salobrena,ES,36.7428,-3.5872,53.01,61,100,1.72,overcast clouds
163,Faya,SA,18.3851,42.4509,51.8,93,0,2.77,clear sky
164,Tabuk,PH,17.4189,121.4443,68.25,87,98,8.95,overcast clouds
165,Calabozo,VE,8.9242,-67.4293,78.49,58,73,7.99,broken clouds
166,Castro,BR,-24.7911,-50.0119,65.07,96,100,7.54,overcast clouds
167,Dagana,MR,16.5165,-15.5068,68.99,20,100,13.02,overcast clouds
168,San Antonio,US,29.4241,-98.4936,57.99,58,1,5.55,clear sky
169,Jizan,SA,17.3333,42.6667,75.2,83,20,3.44,few clouds
170,Goundam,ML,16.4145,-3.6708,64.04,23,82,12.26,broken clouds
171,Taltal,CL,-25.4,-70.4833,64.33,75,0,4.54,clear sky
172,Ilinskiy,RU,55.619,38.1182,-9.4,77,0,4.47,clear sky
173,Villazon,BO,-22.0866,-65.5942,44.15,84,100,9.01,overcast clouds
174,Quirinopolis,BR,-18.4483,-50.4517,70.77,91,100,2.17,light rain
175,Abu Kamal,SY,34.4506,40.9171,51.24,67,12,9.53,few clouds
176,Coutances,FR,49.05,-1.4333,46.99,81,40,9.22,scattered clouds
177,Sambava,MG,-14.2667,50.1667,76.39,89,73,5.12,broken clouds
178,Coquimbo,CL,-29.9533,-71.3436,59.0,88,40,9.22,scattered clouds
179,Bubaque,GW,11.2833,-15.8333,78.3,58,99,10.18,overcast clouds
180,Youghal,IE,51.95,-7.8506,41.0,93,75,3.44,broken clouds
181,Havoysund,NO,70.9963,24.6622,34.25,91,100,16.53,light snow
182,Sinnamary,GF,5.3833,-52.95,77.58,85,47,12.44,scattered clouds
183,Maniitsoq,GL,65.4167,-52.9,17.74,92,100,10.89,overcast clouds
184,Kohtla-Jarve,EE,59.3986,27.2731,20.8,98,91,7.7,overcast clouds
185,Roslavl,RU,53.9528,32.8639,-9.49,90,64,3.56,broken clouds
186,Mantua,IT,45.1667,10.7833,28.0,80,40,6.91,scattered clouds
187,Rovaniemi,FI,66.5,25.7167,8.6,92,90,4.61,overcast clouds
188,Mopti,ML,14.6667,-4.0,64.98,22,36,11.23,scattered clouds
189,Vila Franca Do Campo,PT,37.7167,-25.4333,61.0,94,40,21.85,light rain
190,Lebu,CL,-37.6167,-73.65,56.44,84,0,19.73,clear sky
191,Vila Vicosa,PT,38.7777,-7.4179,36.86,80,43,5.01,scattered clouds
192,Neon Soulion,GR,41.1,23.65,26.01,54,0,5.99,clear sky
193,Grindavik,IS,63.8424,-22.4338,33.8,100,75,12.66,broken clouds
194,Nueva Loja,EC,0.0847,-76.8828,71.71,95,60,3.27,broken clouds
195,Poienile De Sub Munte,RO,47.8167,24.4333,13.28,94,100,2.66,light snow
196,Asyut,EG,27.181,31.1837,48.2,57,0,11.5,clear sky
197,Rumboci,BA,43.8322,17.5011,32.0,100,40,2.3,mist
198,Hobyo,SO,5.3505,48.5268,74.8,79,36,13.89,scattered clouds
199,Touros,BR,-5.1989,-35.4608,77.0,78,20,5.75,few clouds
200,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,94,75,23.22,broken clouds
201,Togur,RU,58.3631,82.8265,13.95,95,99,11.14,overcast clouds
202,Santiago De Compostela,ES,42.8805,-8.5457,48.2,87,75,3.44,broken clouds
203,West Milford,US,41.1312,-74.3674,39.0,69,17,1.01,few clouds
204,Kosh-Agach,RU,50.0,88.6667,-2.36,67,43,1.48,scattered clouds
205,Bandarbeyla,SO,9.4942,50.8122,73.47,73,0,12.75,clear sky
206,Cayenne,GF,4.9333,-52.3333,78.8,89,75,9.22,broken clouds
207,Moroni,KM,-11.7022,43.2551,79.05,77,93,7.11,overcast clouds
208,Hambantota,LK,6.1241,81.1185,75.2,100,20,2.3,few clouds
209,Fort Wellington,GY,6.4,-57.6,76.51,87,100,8.43,overcast clouds
210,Nalut,LY,30.3333,10.85,40.06,67,0,5.82,clear sky
211,Batticaloa,LK,7.7102,81.6924,79.03,83,83,13.67,moderate rain
212,Santo Andre,BR,-23.6639,-46.5383,73.99,68,97,6.91,overcast clouds
213,Saint-Paul,RE,-21.0096,55.2707,78.8,73,0,17.27,clear sky
214,Lodwar,KE,3.1191,35.5973,80.78,50,98,5.61,overcast clouds
215,Matay,EG,28.419,30.7792,48.92,74,29,5.46,scattered clouds
216,Saint-Raymond,CA,45.467,-73.6095,26.01,86,87,4.61,overcast clouds
217,Guisa,CU,20.255,-76.5386,71.6,100,1,4.61,clear sky
218,Pimentel,PE,-6.8367,-79.9342,69.76,85,99,11.23,overcast clouds
219,Iracoubo,GF,5.4802,-53.2011,77.61,87,89,11.41,overcast clouds
220,Uruzgan,AF,32.8333,66.0,38.39,59,58,7.29,broken clouds
221,Saint-Francois,FR,46.4154,3.9054,36.0,93,75,2.3,broken clouds
222,Timra,SE,62.487,17.3257,8.01,85,2,4.61,clear sky
223,Bischwiller,FR,48.7659,7.8583,36.0,87,90,9.22,overcast clouds
224,Port Hawkesbury,CA,45.6169,-61.3485,39.0,87,90,9.22,overcast clouds
225,Puerto Maldonado,PE,-12.6,-69.1833,73.4,96,66,0.94,light rain
226,Kot Addu,PK,30.4692,70.9671,44.6,87,90,11.5,mist
227,Traverse City,US,44.7631,-85.6206,30.2,86,90,3.02,light snow
228,Malko Tarnovo,BG,41.9833,27.5333,21.2,79,0,8.05,clear sky
229,Serowe,BW,-22.3833,26.7167,69.22,89,100,14.23,overcast clouds
230,Dolores,AR,-36.3132,-57.6792,56.08,81,0,6.96,clear sky
231,Salalah,OM,17.0151,54.0924,60.8,36,0,2.3,clear sky
232,Rhenen,NL,51.9615,5.5706,37.99,93,15,1.99,few clouds
233,Agirish,RU,61.9247,63.0231,-18.56,87,61,7.78,broken clouds
234,Nadym,RU,65.5333,72.5167,-14.75,88,100,12.64,overcast clouds
235,Rajakhera,IN,26.8961,78.1714,56.62,54,89,6.4,overcast clouds
236,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,69.01,66,0,1.99,clear sky
237,Urbano Santos,BR,-3.2078,-43.4036,73.94,96,100,1.95,overcast clouds
238,Encrucijada,CU,22.6169,-79.8711,68.0,88,75,5.75,broken clouds
239,Porto Santo,PT,33.072,-16.3415,57.2,67,75,2.3,broken clouds
240,Kholmogory,RU,64.2229,41.656,6.8,85,90,4.47,overcast clouds
241,Rudnichnyy,RU,59.617,52.4703,-11.9,89,58,5.97,broken clouds
242,Hosakote,IN,14.2769,77.1699,69.15,53,0,8.5,clear sky
243,Olafsvik,IS,64.8945,-23.7142,35.1,91,100,14.18,light snow
244,Pangnirtung,CA,66.1451,-65.7125,-17.23,77,0,2.51,clear sky
245,Karabulak,RU,43.3036,44.8964,28.4,100,100,8.95,overcast clouds
246,Kathmandu,NP,27.7167,85.3167,46.4,87,20,1.61,mist
247,Nampula,MZ,-15.1165,39.2666,71.87,99,99,4.23,overcast clouds
248,Sayyan,YE,15.1718,44.3244,41.59,59,89,1.92,overcast clouds
249,Mozarlandia,BR,-14.7447,-50.5706,73.69,84,99,2.15,light rain
250,Santa Maria,BR,-29.6842,-53.8069,68.79,65,95,6.17,overcast clouds
251,Guasdualito,VE,7.2424,-70.7324,74.01,75,74,3.89,broken clouds
252,Tasiilaq,GL,65.6145,-37.6368,23.0,63,4,4.61,clear sky
253,Frolovo,RU,49.7713,43.6622,9.0,88,100,8.05,snow
254,Vestmanna,FO,62.1564,-7.1664,32.0,100,40,9.01,light rain
255,Hualmay,PE,-11.0964,-77.6139,69.76,85,100,5.68,overcast clouds
256,Laguna,US,38.421,-121.4238,60.01,67,1,1.23,clear sky
257,Aguilas,ES,37.4063,-1.5829,46.0,51,99,5.01,overcast clouds
258,Narsaq,GL,60.9167,-46.05,23.0,54,75,2.3,broken clouds
259,Tinaquillo,VE,9.9186,-68.3047,68.16,87,64,5.37,broken clouds
260,Poshtove,UA,44.8311,33.9545,19.99,77,100,1.01,overcast clouds
261,Scarborough,GB,54.2797,-0.4044,42.01,88,100,4.0,overcast clouds
262,Matagami,CA,49.7502,-77.6328,6.8,92,90,19.57,overcast clouds
263,Kaputa,ZM,-8.4689,29.6619,66.04,86,94,3.22,overcast clouds
264,Nova Olimpia,BR,-14.7972,-57.2881,74.37,88,100,2.28,overcast clouds
265,Marzuq,YE,14.4,46.4667,55.29,52,48,2.01,scattered clouds
266,Wilmington,US,34.2257,-77.9447,44.6,57,1,8.05,clear sky
267,Huarmey,PE,-10.0681,-78.1522,70.03,83,99,6.87,overcast clouds
268,Gander,CA,48.9682,-54.5906,35.6,100,75,12.66,broken clouds
269,Sao Francisco Do Sul,BR,-26.2433,-48.6381,77.0,93,100,21.0,moderate rain
270,Angatuba,BR,-23.4897,-48.4128,67.51,95,91,3.24,light rain
271,Polunochnoye,RU,60.8697,60.4153,-14.08,86,2,4.63,clear sky
272,Lieksa,FI,63.3167,30.0167,23.2,96,100,7.76,overcast clouds
273,Agadir,MA,30.4202,-9.5982,44.6,100,0,8.05,clear sky
274,Padang,ID,-0.9492,100.3543,82.4,74,40,2.3,scattered clouds
275,Tshikapa,CD,-6.4167,20.8,70.72,92,100,2.89,light rain
276,Saint-Georges,GD,12.0564,-61.7485,77.74,81,56,16.87,broken clouds
277,Kamenka,RU,51.3223,42.7678,1.99,88,100,5.26,overcast clouds
278,Manadhoo,MV,5.7667,73.3833,81.5,80,0,14.58,clear sky
279,Necochea,AR,-38.5473,-58.7368,57.76,86,49,7.78,scattered clouds
280,Adrar,MR,20.5022,-10.0711,57.2,32,100,14.14,overcast clouds
281,Manbij,SY,36.5281,37.9549,41.0,87,75,19.26,broken clouds
282,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.99,90,100,1.25,overcast clouds
283,Geraldton,AU,-28.7667,114.6,91.4,38,75,10.36,broken clouds
284,La Roche-Sur-Yon,FR,46.6667,-1.4333,33.8,100,75,4.61,fog
285,Altay,CN,47.8667,88.1167,12.47,63,84,1.66,broken clouds
286,Tocopilla,CL,-22.092,-70.1979,66.94,53,0,2.06,clear sky
287,Shelburne,CA,44.0787,-80.2041,28.4,86,90,6.91,overcast clouds
288,Harper,LR,4.375,-7.7169,78.08,84,10,6.24,clear sky
289,Bathsheba,BB,13.2167,-59.5167,78.8,78,75,21.85,broken clouds
290,Umm Lajj,SA,25.0213,37.2685,65.62,49,33,12.5,scattered clouds
291,Pabrade,LT,55.0,25.7833,0.0,84,75,1.14,light snow
292,Xuddur,SO,4.1213,43.8894,66.6,79,46,13.56,scattered clouds
293,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.66,94,80,0.69,light rain
294,Tazovskiy,RU,67.4667,78.7,-11.87,89,100,15.97,overcast clouds
295,Barddhaman,IN,23.25,87.85,64.99,65,5,4.56,clear sky
296,Iqaluit,CA,63.7506,-68.5145,-14.01,64,1,3.51,clear sky
297,Bocana De Paiwas,NI,12.7857,-85.1227,69.84,92,100,4.07,overcast clouds
298,Nefteyugansk,RU,61.0998,72.6035,-16.6,76,40,11.18,scattered clouds
299,Black River,JM,18.0264,-77.8487,78.8,73,20,8.05,few clouds
300,Mont-De-Marsan,FR,44.0,-0.6667,30.99,93,90,3.44,overcast clouds
301,Takoradi,GH,4.8845,-1.7554,78.58,85,0,5.91,clear sky
302,Luba,GQ,3.4568,8.5547,77.0,83,20,5.75,few clouds
303,Krasnogorskoye,RU,52.2953,86.1979,13.41,90,97,5.03,overcast clouds
304,Birao,CF,10.2849,22.7882,63.73,26,97,7.23,overcast clouds
305,Puerto Narino,CO,-3.7703,-70.3831,77.0,94,75,8.05,light rain
306,Manyana,BW,-23.4,21.7167,70.3,26,100,7.78,overcast clouds
307,Palmas,BR,-10.2128,-48.3603,77.0,94,20,3.44,moderate rain
308,Ramanuj Ganj,IN,23.8,83.7,60.8,33,0,2.19,clear sky
309,Rocha,UY,-34.4833,-54.3333,60.33,89,0,5.82,clear sky
310,San Carlos Del Zulia,VE,9.0,-71.9135,74.16,83,0,2.37,clear sky
311,Kamarion,GR,36.8,25.8167,44.01,55,98,4.0,overcast clouds
312,Veraval,IN,20.9,70.3667,67.44,51,6,8.97,clear sky
313,Bengkulu,ID,-3.8004,102.2655,79.52,81,96,5.97,moderate rain
314,Baglung,NP,28.2719,83.5898,58.96,37,0,1.92,clear sky
315,Husavik,IS,66.0449,-17.3389,32.0,100,90,2.3,light snow
316,Talnakh,RU,69.4865,88.3972,-6.63,86,100,4.52,overcast clouds
317,Viedma,AR,-40.8135,-62.9967,63.84,49,0,9.95,clear sky
318,Liwale,TZ,-9.7667,37.9333,71.83,95,100,4.34,overcast clouds
319,Meulaboh,ID,4.1363,96.1285,82.9,66,99,1.81,overcast clouds
320,Shalya,RU,57.2471,58.7298,-13.22,90,78,5.7,broken clouds
321,Saint Anthony,US,45.0205,-93.218,21.99,79,90,6.91,light snow
322,Franklin,US,39.9667,-83.0166,33.01,86,90,4.61,overcast clouds
323,Kayes,ML,14.0,-11.0,66.65,22,0,7.47,clear sky
324,Trujillo,PE,-8.116,-79.03,71.26,78,84,6.96,broken clouds
325,Marawi,PH,7.9986,124.2928,77.0,91,100,2.55,heavy intensity rain
326,Abalak,RU,58.1286,68.5944,-12.15,90,62,7.85,broken clouds
327,Barroso,BR,-21.1869,-43.9758,62.73,93,49,5.14,scattered clouds
328,Hornepayne,CA,49.2138,-84.7705,0.05,91,0,2.51,clear sky
329,Birzai,LT,56.2,24.75,5.18,94,78,5.08,broken clouds
330,Maracacume,BR,-2.0428,-45.9592,72.93,98,100,1.74,moderate rain
331,Trairi,BR,-3.2778,-39.2689,79.3,77,100,9.48,overcast clouds
332,Puerto Leguizamo,CO,-0.1934,-74.7819,74.32,72,52,2.3,broken clouds
333,Bhind,IN,26.5642,78.7883,57.4,58,80,6.2,broken clouds
334,Isola Del Liri,IT,41.6862,13.5823,35.01,89,43,7.78,scattered clouds
335,Birjand,IR,32.8663,59.2211,37.4,30,0,4.0,clear sky
336,Okoneshnikovo,RU,54.8377,75.0834,6.22,94,100,14.65,overcast clouds
337,Formosa,AR,-26.1775,-58.1781,71.6,83,0,3.44,clear sky
338,Tucurui,BR,-3.7661,-49.6725,74.88,92,84,1.99,moderate rain
339,Tutoia,BR,-2.7619,-42.2744,78.19,87,100,8.3,light rain
340,Mpanda,TZ,-6.3655,31.0409,62.4,91,87,1.74,overcast clouds
341,Leh,IN,34.1667,77.5833,14.41,74,65,1.28,broken clouds
342,Tignere,CM,7.3667,12.65,63.07,30,65,1.95,broken clouds
343,Maltahohe,NA,-24.8333,16.9833,71.56,35,0,7.72,clear sky
344,Port-Gentil,GA,-0.7193,8.7815,79.77,82,77,12.46,broken clouds
345,Eldorado,BR,-23.7869,-54.2836,70.02,97,100,5.66,light rain
346,Cacule,BR,-14.5033,-42.2222,65.5,91,23,4.14,few clouds
347,Sovetskiy,RU,61.3614,63.5842,-17.46,87,43,7.36,scattered clouds
348,Gornopravdinsk,RU,60.05,69.9,-7.35,89,100,9.01,overcast clouds
349,Desa,RO,43.8667,23.0333,16.0,7,0,6.78,clear sky
350,Sarai Naurang,PK,32.8259,70.7814,47.23,47,0,1.83,clear sky
351,Valparaiso,CL,-33.0393,-71.6273,57.2,94,0,6.91,clear sky
352,Coria,ES,39.9879,-6.5377,33.01,86,1,2.66,clear sky
353,Boffa,GN,10.1667,-14.0333,67.42,80,6,4.0,clear sky
354,Buraydah,SA,26.326,43.975,50.0,71,0,5.75,clear sky
355,Ilulissat,GL,69.2167,-51.1,17.6,79,75,10.36,light snow
356,Kozhva,RU,65.1073,57.0459,-25.78,86,69,3.42,broken clouds
357,Rostovka,RU,55.3842,71.8891,-0.83,92,56,13.27,broken clouds
358,Ayolas,PY,-27.4,-56.9,68.85,63,83,6.91,broken clouds
359,Puerto Lopez,CO,4.0845,-72.956,79.66,58,49,5.88,scattered clouds
360,Nikki,BJ,9.9401,3.2108,69.33,21,74,4.59,broken clouds
361,Villarrica,PY,-25.75,-56.4333,68.4,78,100,4.79,overcast clouds
362,Aras,ES,42.5617,-2.356,42.8,93,90,9.22,overcast clouds
363,Mount Darwin,ZW,-16.7725,31.5838,69.98,89,100,0.78,light rain
364,Kangaatsiaq,GL,68.3065,-53.4641,13.21,93,100,12.82,light snow
365,Belmonte,BR,-15.8631,-38.8828,77.0,78,20,8.05,few clouds
366,Maragogi,BR,-9.0122,-35.2225,76.33,85,8,8.37,clear sky
367,Huancayo,PE,-12.0667,-75.2333,48.09,80,100,4.09,overcast clouds
368,Pelym,RU,61.0108,61.9978,-15.83,86,15,4.36,few clouds
369,Khromtau,KZ,50.2503,58.4347,8.11,91,100,6.17,overcast clouds
370,Zhezkazgan,KZ,47.8043,67.7144,12.38,93,98,5.53,overcast clouds
371,Aden,YE,12.7794,45.0367,74.86,70,100,3.15,overcast clouds
372,Dekar,BW,-21.5333,21.9333,71.83,35,100,7.56,overcast clouds
373,Kalaleh,IR,37.3807,55.4916,44.6,65,0,6.91,clear sky
374,Vila Do Maio,CV,15.1333,-23.2167,69.8,78,3,17.27,clear sky
375,Farafangana,MG,-22.8167,47.8333,78.57,89,95,7.94,overcast clouds
376,Andenes,NO,69.3143,16.1194,30.2,100,90,3.44,light rain
377,Lindi,TZ,-10.0,39.7167,74.91,94,100,3.67,overcast clouds
378,Khorramshahr,IR,30.4397,48.1664,51.8,71,0,6.91,clear sky
379,Teguise,ES,29.0605,-13.564,57.2,82,0,6.91,clear sky
380,Millerovo,RU,48.9226,40.3967,7.36,95,100,11.21,snow
381,Bowling Green,US,36.9903,-86.4436,37.4,60,75,4.61,broken clouds
382,Kingsland,US,30.8,-81.6898,46.4,93,1,3.44,clear sky
383,Bestobe,KZ,52.4994,73.0975,7.86,94,5,11.48,clear sky
384,Wai,IN,17.9333,73.9,73.71,61,23,3.89,few clouds
385,Pisco,PE,-13.7,-76.2167,68.0,88,0,14.97,clear sky
386,Parauna,BR,-16.9478,-50.4486,69.8,93,100,2.35,overcast clouds
387,Chardara,KZ,41.2547,67.9692,44.92,58,100,7.54,overcast clouds
388,Chimoio,MZ,-19.1164,33.4833,69.6,100,100,1.32,moderate rain
389,Siguiri,GN,11.6667,-9.5,65.41,25,0,3.13,clear sky
390,Puerto Asis,CO,0.5133,-76.5007,71.69,96,75,2.17,broken clouds
391,Verkhnetulomskiy,RU,68.6073,31.7962,28.4,93,75,6.71,light snow
392,Lubango,AO,-14.9172,13.4925,58.39,34,15,4.34,few clouds
393,Tornio,FI,65.8481,24.1466,5.0,85,90,3.44,overcast clouds
394,Nizwa,OM,22.9333,57.5333,54.75,61,0,1.92,clear sky
395,Beira,MZ,-19.8436,34.8389,75.2,100,90,6.91,moderate rain
396,Boddam,GB,57.4667,-1.7833,39.99,87,76,8.05,broken clouds
397,Springdale,US,36.1867,-94.1288,35.6,60,1,6.91,clear sky
398,Owensboro,US,37.7742,-87.1133,35.6,75,90,6.91,overcast clouds
