City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kasama,ZM,2021-01-17 02:34:41,-10.2129,31.1808,60.03,97,100,3.36
294,Moquegua,PE,2021-01-17 02:34:41,-17.1956,-70.9353,64.04,70,100,1.88
295,Comodoro Rivadavia,AR,2021-01-17 02:32:23,-45.8667,-67.5,57.2,72,0,3.44
296,Presidencia Roque Saenz Pena,AR,2021-01-17 02:34:41,-26.7852,-60.4388,74.26,94,99,4.74
297,Sainte-Rose,GP,2021-01-17 02:34:41,16.3324,-61.6979,73.4,88,20,2.3
298,Freire,CL,2021-01-17 02:34:42,-38.95,-72.6333,53.6,94,0,2.3
299,Rjukan,NO,2021-01-17 02:34:42,59.8789,8.5941,10.99,42,100,1.99
300,Umm Kaddadah,SD,2021-01-17 02:34:42,13.6017,26.6876,58.77,33,3,13.73
301,Wamba,NG,2021-01-17 02:34:42,8.9333,8.6,71.74,22,15,3.76
302,Tambacounda,SN,2021-01-17 02:34:42,13.7539,-13.7586,75.94,16,100,9.86
303,Saint Anthony,US,2021-01-17 02:31:04,45.0205,-93.218,26.6,80,90,9.22
304,Dhidhdhoo,MV,2021-01-17 02:34:43,6.8833,73.1,81.19,75,65,9.51
305,Truro,GB,2021-01-17 02:32:55,50.2653,-5.0544,46.4,66,75,23.02
306,Huarmey,PE,2021-01-17 02:34:43,-10.0681,-78.1522,71.1,82,100,6.76
307,Vikulovo,RU,2021-01-17 02:34:43,56.8167,70.6107,12.94,96,100,11.99
308,Kruisfontein,ZA,2021-01-17 02:25:30,-34.0033,24.7314,66.0,80,1,1.01
309,Lexington Park,US,2021-01-17 02:29:58,38.2668,-76.4538,41.0,93,1,9.22
310,Arani,IN,2021-01-17 02:30:43,12.6667,79.2833,72.72,71,13,2.53
311,Antofagasta,CL,2021-01-17 02:26:21,-23.65,-70.4,66.2,77,0,5.75
312,Raudeberg,NO,2021-01-17 02:25:17,61.9875,5.1352,37.99,66,100,3.96
313,Neuquen,AR,2021-01-17 02:34:44,-38.9516,-68.0591,66.2,59,0,6.11
314,Tamale,GH,2021-01-17 02:34:46,9.4008,-0.8393,73.08,19,0,4.9
315,Laguna,US,2021-01-17 02:26:13,38.421,-121.4238,62.01,55,1,2.48
316,Bentiu,SS,2021-01-17 02:26:15,9.2333,29.8333,67.82,25,91,4.72
317,Pandhana,IN,2021-01-17 02:34:48,21.7,76.2167,70.43,42,0,5.26
318,Braganca,BR,2021-01-17 02:30:30,-1.0536,-46.7656,73.99,92,2,1.86
319,Gazli,UZ,2021-01-17 02:34:48,40.1333,63.45,37.6,77,14,11.36
320,Les Cayes,HT,2021-01-17 02:26:30,18.2,-73.75,74.48,77,100,2.95
321,Abu Samrah,SY,2021-01-17 02:34:49,35.3029,37.1841,51.1,68,100,11.92
322,Fort-Shevchenko,KZ,2021-01-17 02:34:50,44.5086,50.263,34.02,88,99,9.46
323,Puerto Colombia,CO,2021-01-17 02:25:26,10.9878,-74.9547,78.8,83,0,13.8
324,Gbarnga,LR,2021-01-17 02:34:52,6.9956,-9.4722,68.94,98,81,1.01
325,General Roca,AR,2021-01-17 02:34:52,-39.0333,-67.5833,66.2,59,0,8.12
326,Lukow,PL,2021-01-17 02:34:52,51.929,22.3796,7.02,95,81,6.22
327,Poddorye,RU,2021-01-17 02:34:52,57.4695,31.1156,-3.95,90,16,4.45
328,Gaildorf,DE,2021-01-17 02:34:53,49.0003,9.7695,25.0,93,90,3.44
329,Manica,FR,2021-01-17 02:34:53,49.0,-1.1667,44.6,87,90,12.66
330,Prudy,RU,2021-01-17 02:34:53,57.5738,46.2718,0.48,93,100,8.59
331,Matara,LK,2021-01-17 02:31:13,5.9485,80.5353,79.29,76,94,5.01
332,Gavrilovka Vtoraya,RU,2021-01-17 02:34:53,52.877,42.7663,-2.06,93,88,6.91
333,Sao Sebastiao,BR,2021-01-17 02:34:53,-23.76,-45.4097,77.14,77,100,4.61
334,Coruripe,BR,2021-01-17 02:34:54,-10.1256,-36.1756,76.44,81,15,9.84
335,Beisfjord,NO,2021-01-17 02:34:54,68.3751,17.5988,32.0,93,90,2.62
336,Maues,BR,2021-01-17 02:25:23,-3.3836,-57.7186,75.67,78,2,1.21
337,Mala,PE,2021-01-17 02:34:54,-12.6581,-76.6308,70.32,83,95,3.47
338,Taiobeiras,BR,2021-01-17 02:34:55,-15.8078,-42.2331,62.96,99,97,3.31
339,Cayenne,GF,2021-01-17 02:26:29,4.9333,-52.3333,80.6,83,90,6.91
340,Tabira,BR,2021-01-17 02:34:56,-7.5908,-37.5394,71.64,69,44,10.02
341,Novomykolayivka,UA,2021-01-17 02:34:57,47.9781,35.9102,10.4,85,75,6.71
342,Ikungi,TZ,2021-01-17 02:34:57,-5.1333,34.7667,58.44,95,0,2.73
343,Murindo,CO,2021-01-17 02:34:57,6.9848,-76.7544,73.02,96,31,1.01
344,Roros,NO,2021-01-17 02:27:08,62.5747,11.3842,-5.8,84,90,1.14
345,Conceicao Do Araguaia,BR,2021-01-17 02:25:51,-8.2578,-49.2647,72.93,95,100,3.47
346,Ibra,OM,2021-01-17 02:34:58,22.6906,58.5334,52.75,80,0,2.77
347,Rorvik,NO,2021-01-17 02:34:58,64.8621,11.2373,28.89,91,0,11.01
348,Crucisor,RO,2021-01-17 02:34:58,47.6833,23.25,18.0,93,75,2.3
349,Pulawy,PL,2021-01-17 02:34:59,51.4166,21.9694,15.8,100,90,5.75
350,Mastic Beach,US,2021-01-17 02:34:59,40.7668,-72.8521,39.2,60,1,9.22
351,Maputo,MZ,2021-01-17 02:34:59,-25.9653,32.5892,77.0,83,75,14.97
352,Liuli,TZ,2021-01-17 02:34:59,-11.0833,34.6333,77.4,70,92,6.17
353,Porto Novo,BJ,2021-01-17 02:26:25,6.4965,2.6036,80.6,89,40,6.91
354,Chapais,CA,2021-01-17 02:35:00,49.7834,-74.8492,26.6,93,90,10.36
355,Lixourion,GR,2021-01-17 02:35:00,38.2019,20.4314,45.88,61,0,25.52
356,Igarka,RU,2021-01-17 02:35:01,67.4667,86.5833,-18.92,81,99,10.04
357,Asyut,EG,2021-01-17 02:35:01,27.181,31.1837,48.2,61,0,0.85
358,Rumonge,BI,2021-01-17 02:35:01,-3.9736,29.4386,70.27,78,100,1.03
359,Itaueira,BR,2021-01-17 02:35:01,-7.6033,-43.0256,72.41,90,27,0.47
360,Awjilah,LY,2021-01-17 02:25:21,29.1081,21.2869,49.62,65,0,10.83
361,Daoukro,CI,2021-01-17 02:25:59,7.0591,-3.9631,70.61,82,34,1.5
362,Japura,ID,2021-01-17 02:35:02,-0.3167,102.35,81.19,80,100,4.07
363,Pitimbu,BR,2021-01-17 02:35:03,-7.4706,-34.8086,77.0,83,20,4.61
364,Kuryk,KZ,2021-01-17 02:35:03,43.2,51.65,37.78,81,81,7.34
365,Bubaque,GW,2021-01-17 02:25:38,11.2833,-15.8333,76.55,71,86,10.92
366,Svencioneliai,LT,2021-01-17 02:35:04,55.1667,26.0,-2.0,93,95,4.32
367,Tshela,CD,2021-01-17 02:25:59,-4.9833,12.9333,70.23,95,54,0.6
368,Bohodukhiv,UA,2021-01-17 02:35:04,50.1647,35.5276,-2.2,84,0,4.47
369,Olginskoye,RU,2021-01-17 02:35:04,43.157,44.6891,32.0,93,86,8.95
370,Buchanan,LR,2021-01-17 02:35:05,5.8808,-10.0467,75.2,94,20,4.68
371,Muisne,EC,2021-01-17 02:34:18,0.6,-80.0333,75.06,87,63,1.83
372,Shakhtinsk,KZ,2021-01-17 02:35:05,49.71,72.5872,10.4,79,40,11.18
373,Selfoss,IS,2021-01-17 02:35:05,63.9331,-20.9971,36.0,92,99,21.99
374,Gumdag,TM,2021-01-17 02:35:06,39.2061,54.5906,43.83,76,100,20.71
375,Camacha,PT,2021-01-17 02:26:14,33.0833,-16.3333,59.0,77,40,10.36
376,Yayva,RU,2021-01-17 02:35:07,59.3303,57.2641,8.01,73,100,4.0
377,Waycross,US,2021-01-17 02:31:17,31.2136,-82.354,35.6,75,1,3.89
378,Andenes,NO,2021-01-17 02:26:42,69.3143,16.1194,35.6,87,75,3.44
379,Gharghoda,IN,2021-01-17 02:35:07,22.1667,83.35,62.96,29,3,3.04
380,Grand Gaube,MU,2021-01-17 02:25:25,-20.0064,57.6608,79.0,82,100,5.01
381,Longonjo,AO,2021-01-17 02:35:08,-12.9067,15.2533,56.43,76,48,1.39
382,Grootfontein,NA,2021-01-17 02:35:08,-19.5667,18.1167,64.4,94,100,8.05
383,Beyneu,KZ,2021-01-17 02:26:21,45.3167,55.2,30.45,93,99,13.58
384,Waterford,US,2021-01-17 02:35:08,42.7023,-83.4027,32.0,80,90,9.22
385,Batticaloa,LK,2021-01-17 02:33:52,7.7102,81.6924,77.77,84,71,6.62
386,Holme,DK,2021-01-17 02:35:09,56.1138,10.1725,30.99,86,90,1.14
387,Matiguas,NI,2021-01-17 02:35:10,12.8373,-85.4622,71.08,88,99,5.84
388,Marawi,PH,2021-01-17 02:25:56,7.9986,124.2928,80.01,84,100,3.0
389,Riedlingen,DE,2021-01-17 02:35:11,48.1545,9.4756,28.0,95,100,1.99
390,Bengkulu,ID,2021-01-17 02:26:22,-3.8004,102.2655,81.9,61,100,2.64
391,Santiago De Cao,PE,2021-01-17 02:35:12,-7.9589,-79.2392,68.0,88,75,9.22
392,Teguldet,RU,2021-01-17 02:35:12,57.3064,88.1667,11.35,94,100,5.93
393,Berberati,CF,2021-01-17 02:35:12,4.2612,15.7922,65.3,42,13,1.97
394,Landerneau,FR,2021-01-17 02:35:12,48.4525,-4.2525,46.4,76,90,9.22
395,San Carlos De Bariloche,AR,2021-01-17 02:35:13,-41.1456,-71.3082,55.4,71,0,13.8
396,Alto Araguaia,BR,2021-01-17 02:35:13,-17.3147,-53.2153,70.21,93,99,6.76
397,Ponnani,IN,2021-01-17 02:35:13,10.767,75.9252,75.2,94,75,2.3
398,Tromso,NO,2021-01-17 02:34:12,69.6496,18.957,33.8,93,75,4.61
399,Beloha,MG,2021-01-17 02:35:13,-25.1667,45.05,76.33,71,46,3.58
400,Koksovyy,RU,2021-01-17 02:35:14,48.1967,40.5989,11.28,94,94,1.9
401,Abalak,RU,2021-01-17 02:35:14,58.1286,68.5944,13.66,96,100,10.36
402,Hit,IQ,2021-01-17 02:35:14,33.6416,42.8251,52.07,60,0,5.53
403,Lubango,AO,2021-01-17 02:35:14,-14.9172,13.4925,55.89,38,38,4.83
404,Muskegon,US,2021-01-17 02:32:29,43.3,-86.1334,35.6,93,90,9.22
405,Bida,NG,2021-01-17 02:35:14,9.0833,6.0167,72.3,22,16,2.93
406,Los Llanos De Aridane,ES,2021-01-17 02:35:15,28.6585,-17.9182,62.6,59,40,8.05
407,Monte Alegre,BR,2021-01-17 02:35:15,-2.0078,-54.0692,77.0,60,14,4.63
408,Arrecife,ES,2021-01-17 02:25:36,28.963,-13.5477,60.8,67,90,8.05
409,Hofn,IS,2021-01-17 02:35:15,64.2539,-15.2082,40.15,70,100,13.62
410,Salalah,OM,2021-01-17 02:35:15,17.0151,54.0924,66.2,22,0,8.05
411,De Aar,ZA,2021-01-17 02:35:15,-30.6497,24.0123,61.39,61,0,10.07
412,Yining,CN,2021-01-17 02:26:55,29.0361,114.5636,43.48,57,1,4.36
413,Vieira De Leiria,PT,2021-01-17 02:35:16,39.8695,-8.9324,46.0,93,0,3.44
414,Shirdi,IN,2021-01-17 02:35:16,19.7667,74.4833,71.13,53,0,6.76
415,Zagan,PL,2021-01-17 02:35:16,51.6176,15.3149,26.01,83,100,4.0
416,Shar,KZ,2021-01-17 02:35:17,49.5886,81.0453,15.55,83,95,22.73
417,Marsh Harbour,BS,2021-01-17 02:35:17,26.5412,-77.0636,67.71,62,84,16.17
418,Muscle Shoals,US,2021-01-17 02:35:19,34.7448,-87.6675,41.0,56,90,5.75
419,Port-Gentil,GA,2021-01-17 02:26:24,-0.7193,8.7815,80.1,82,100,11.59
420,Saint-Michel-Des-Saints,CA,2021-01-17 02:35:19,46.6834,-73.9159,30.99,97,100,8.7
421,Casa Nova,BR,2021-01-17 02:35:20,-9.4167,-41.1333,82.4,54,0,9.22
422,Kivsharivka,UA,2021-01-17 02:35:22,49.6213,37.7036,3.83,93,65,3.85
423,Belyy Yar,RU,2021-01-17 02:35:22,53.6039,91.3903,6.8,78,95,4.47
424,Muzhi,RU,2021-01-17 02:27:08,65.3667,64.6667,-12.37,90,100,9.17
425,Unai,BR,2021-01-17 02:32:48,-16.3575,-46.9061,68.31,90,90,0.69
426,Rustenburg,ZA,2021-01-17 02:35:23,-25.6676,27.2421,69.49,50,71,5.93
427,Merida,MX,2021-01-17 02:30:42,20.9667,-89.6167,64.4,68,1,3.2
428,Pekin,CN,2021-01-17 02:33:02,39.9075,116.3972,28.0,28,0,4.47
429,George Town,MY,2021-01-17 02:35:24,5.4112,100.3354,82.4,78,20,4.61
430,Hualmay,PE,2021-01-17 02:35:24,-11.0964,-77.6139,70.5,84,100,5.75
431,Mutare,ZW,2021-01-17 02:35:25,-18.9707,32.6709,66.51,94,100,3.87
432,Sabang,ID,2021-01-17 02:35:25,5.8933,95.3214,81.0,81,90,17.22
433,Dubna,RU,2021-01-17 02:35:25,56.7333,37.1667,-13.68,89,72,5.26
434,Elizabeth City,US,2021-01-17 02:31:16,36.2946,-76.2511,36.0,93,1,8.05
435,Palivere,EE,2021-01-17 02:35:26,58.9664,23.8911,18.0,88,14,5.99
436,Peniche,PT,2021-01-17 02:26:34,39.3558,-9.3811,44.01,78,0,5.99
437,Rosarno,IT,2021-01-17 02:35:26,38.4841,15.979,48.0,58,10,5.99
438,Corning,US,2021-01-17 02:35:26,42.1428,-77.0547,33.8,75,40,6.91
439,Murgud,IN,2021-01-17 02:35:27,16.4,74.2,74.64,57,15,3.36
440,Dunga Bunga,PK,2021-01-17 02:35:27,29.7493,73.2432,53.33,39,0,5.44
441,Hounde,BF,2021-01-17 02:35:27,11.5,-3.5167,67.75,24,2,6.51
442,Puerto Del Rosario,ES,2021-01-17 02:25:59,28.5004,-13.8627,62.6,67,75,14.97
443,Karoi,ZW,2021-01-17 02:35:28,-16.8099,29.6925,64.69,97,100,4.85
444,Dir,PK,2021-01-17 02:35:28,35.2058,71.8756,46.26,38,65,8.75
445,Bedele,ET,2021-01-17 02:35:28,8.456,36.353,55.27,63,97,2.93
446,Chingirlau,KZ,2021-01-17 02:35:28,51.095,54.0814,6.87,94,28,12.97
447,Marly,FR,2021-01-17 02:35:29,50.3456,3.5496,39.0,100,90,5.75
448,Krasnoselkup,RU,2021-01-17 02:34:44,65.7,82.4667,-14.13,87,100,19.86
449,Douentza,ML,2021-01-17 02:35:30,14.9951,-2.9517,61.79,24,97,5.66
450,Ludvika,SE,2021-01-17 02:25:55,60.1496,15.1878,21.2,100,90,1.61
451,Pamfila,GR,2021-01-17 02:35:30,39.1567,26.5217,39.0,65,97,8.01
452,Mednogorskiy,RU,2021-01-17 02:35:30,43.9178,41.1825,29.53,95,100,2.1
453,Domoni,KM,2021-01-17 02:26:52,-12.2569,44.5319,78.64,79,15,4.76
454,Zalesovo,RU,2021-01-17 02:35:30,53.9939,84.7431,7.47,91,100,6.24
455,Lodwar,KE,2021-01-17 02:35:31,3.1191,35.5973,81.45,44,52,5.1
456,Matagami,CA,2021-01-17 02:35:31,49.7502,-77.6328,24.8,100,90,9.22
457,Jundiai,BR,2021-01-17 02:35:31,-23.1864,-46.8842,75.99,88,0,5.75
458,San Juan,AR,2021-01-17 02:35:32,-31.5375,-68.5364,70.59,32,0,8.93
459,Neyshabur,IR,2021-01-17 02:35:32,36.2133,58.7958,41.29,55,20,3.06
460,Micheweni,TZ,2021-01-17 02:35:32,-4.9667,39.8333,78.93,84,26,9.42
461,Mantua,IT,2021-01-17 02:35:33,45.1667,10.7833,32.0,92,100,0.67
462,Kezmarok,SK,2021-01-17 02:35:33,49.1357,20.4335,17.01,86,90,9.22
463,Breves,BR,2021-01-17 02:35:34,-1.6822,-50.4803,74.46,90,40,3.15
464,Sao Joao Da Barra,BR,2021-01-17 02:33:56,-21.6403,-41.0511,75.58,86,10,15.79
465,Arica,CL,2021-01-17 02:35:34,-18.475,-70.3042,71.6,60,0,1.14
466,Ngaoundere,CM,2021-01-17 02:35:34,7.3167,13.5833,61.61,31,90,3.44
467,Dutlwe,BW,2021-01-17 02:35:35,-23.9833,23.9,74.84,29,98,11.72
468,Male,MV,2021-01-17 02:34:46,4.1748,73.5089,82.4,78,75,3.44
469,Irtyshskiy,RU,2021-01-17 02:35:35,58.3333,68.1333,12.97,96,100,10.36
470,Akureyri,IS,2021-01-17 02:35:35,65.6835,-18.0878,32.0,100,20,2.3
471,Ajdabiya,LY,2021-01-17 02:35:36,30.7554,20.2263,56.1,76,2,14.94
472,Ponta Delgada,PT,2021-01-17 02:35:36,37.7333,-25.6667,61.0,94,75,12.66
473,Oshikango,NA,2021-01-17 02:35:36,-17.4,15.8833,77.0,53,63,5.75
474,Msanga,TZ,2021-01-17 02:35:36,-6.05,36.0333,63.81,92,0,0.89
475,Guira De Melena,CU,2021-01-17 02:35:36,22.7906,-82.5053,60.8,88,40,2.3
476,Omaruru,NA,2021-01-17 02:35:37,-21.4333,15.9333,67.75,69,100,3.36
477,Praia,CV,2021-01-17 02:35:37,14.9215,-23.5087,69.8,78,40,19.57
478,Cascais,PT,2021-01-17 02:35:37,38.6979,-9.4215,46.99,74,0,5.3
479,Requena,ES,2021-01-17 02:33:50,39.4883,-1.1004,43.0,65,0,6.91
480,Thinadhoo,MV,2021-01-17 02:33:42,0.5333,72.9333,81.16,73,100,10.07
481,Honningsvag,NO,2021-01-17 02:35:38,70.9821,25.9704,37.67,78,91,17.69
482,Malakal,SS,2021-01-17 02:26:38,9.5334,31.6605,72.99,20,76,8.01
483,Necochea,AR,2021-01-17 02:34:22,-38.5473,-58.7368,62.01,79,89,11.56
484,Mitsamiouli,KM,2021-01-17 02:35:39,-11.3847,43.2844,81.21,77,52,8.5
485,Sehithwa,BW,2021-01-17 02:35:39,-20.4667,22.7167,72.82,84,100,4.21
486,Osypenko,UA,2021-01-17 02:35:39,46.9136,36.8253,23.56,89,100,12.93
487,Chicama,PE,2021-01-17 02:35:39,-7.8447,-79.1469,68.0,88,75,9.22
488,Pozo Colorado,PY,2021-01-17 02:26:13,-23.4923,-58.7972,84.63,63,73,3.56
489,Oppdal,NO,2021-01-17 02:35:40,62.5943,9.6912,14.56,76,0,13.0
490,Mopipi,BW,2021-01-17 02:35:40,-21.1833,24.8833,73.49,80,100,8.21
491,Pawai,IN,2021-01-17 02:35:40,24.2667,80.1667,59.65,33,0,3.87
492,Irgakly,RU,2021-01-17 02:35:40,44.3611,44.7556,31.64,97,100,13.2
493,Seidu,SL,2021-01-17 02:35:41,9.0167,-10.6,66.25,26,97,1.07
494,Bama,NG,2021-01-17 02:35:42,11.5221,13.6856,58.86,41,0,2.91
495,Parati,BR,2021-01-17 02:27:01,-23.2178,-44.7131,76.19,76,100,4.34
496,Kabare,CD,2021-01-17 02:35:42,-2.4683,28.8242,58.06,83,29,1.28
497,Ancud,CL,2021-01-17 02:35:42,-41.8697,-73.8203,55.0,87,75,3.44
498,Tengushevo,RU,2021-01-17 02:35:42,54.7686,42.7189,-3.42,92,100,7.02
499,San Pedro,PH,2021-01-17 02:35:42,14.35,121.0167,84.0,61,90,3.44
500,Bereda,ES,2021-01-17 02:34:20,43.2686,-7.5406,35.01,100,3,7.0
501,Kilindoni,TZ,2021-01-17 02:35:43,-7.9139,39.6668,80.71,80,86,12.55
502,Prestea,GH,2021-01-17 02:35:43,5.4327,-2.1428,74.03,95,73,2.37
503,Mehamn,NO,2021-01-17 02:26:31,71.0357,27.8492,34.79,87,96,14.16
504,Mundra,IN,2021-01-17 02:35:43,22.85,69.7333,67.62,29,0,7.52
505,Negombo,LK,2021-01-17 02:35:44,7.2083,79.8358,75.2,94,20,2.3
506,Nguruka,TZ,2021-01-17 02:35:44,-5.1092,31.0419,61.52,96,76,2.62
507,Caiaponia,BR,2021-01-17 02:35:44,-16.9567,-51.8103,67.84,97,100,3.71
508,Maxixe,MZ,2021-01-17 02:35:44,-23.8597,35.3472,78.21,91,100,6.58
509,Choya,RU,2021-01-17 02:35:45,52.0108,86.5467,17.6,89,100,2.53
510,Pinyug,RU,2021-01-17 02:35:45,60.251,47.7842,-7.64,90,100,8.01
511,Henties Bay,NA,2021-01-17 02:35:45,-22.116,14.2845,66.99,84,2,1.99
512,Nuuk,GL,2021-01-17 02:35:47,64.1835,-51.7216,28.4,59,75,16.11
513,Zapolyarnyy,RU,2021-01-17 02:35:47,69.4154,30.8136,30.2,93,75,12.66
514,Floro,NO,2021-01-17 02:26:29,61.5996,5.0328,39.2,52,90,20.71
515,Santa Rosa,PH,2021-01-17 02:31:29,14.3122,121.1114,84.0,61,90,3.44
516,Rawson,AR,2021-01-17 02:30:51,-43.3002,-65.1023,58.12,59,0,12.1
517,Rediu,RO,2021-01-17 02:35:50,47.2167,27.5,10.4,85,0,2.3
518,Puerto Ayacucho,VE,2021-01-17 02:35:51,5.6639,-67.6236,76.55,76,3,7.9
519,Pishin,PK,2021-01-17 02:35:51,30.5803,66.9961,39.54,52,0,0.89
520,Taltal,CL,2021-01-17 02:35:51,-25.4,-70.4833,63.63,75,4,1.5
521,Mbandaka,CD,2021-01-17 02:35:52,0.0487,18.2603,71.2,89,16,2.15
522,Estelle,US,2021-01-17 02:35:52,29.8458,-90.1067,50.0,46,1,3.44
523,Carrollton,US,2021-01-17 02:35:27,32.9537,-96.8903,52.0,24,1,3.44
524,Sturgeon Bay,US,2021-01-17 02:35:52,44.8342,-87.377,30.2,86,90,9.22
525,Lamu,KE,2021-01-17 02:35:52,-2.2717,40.902,77.0,88,1,5.57
526,Tombouctou,ML,2021-01-17 02:35:52,20.0,-3.0,57.31,32,99,14.45
527,Brufut,GM,2021-01-17 02:35:53,13.3814,-16.7518,69.8,35,97,6.91
528,Sao Luiz Gonzaga,BR,2021-01-17 02:32:48,-28.4083,-54.9608,74.07,94,100,6.8
529,Ulundi,ZA,2021-01-17 02:35:53,-28.3352,31.4162,66.83,85,99,1.68
530,Iisalmi,FI,2021-01-17 02:35:54,63.5592,27.1907,19.4,93,90,6.91
531,Keti Bandar,PK,2021-01-17 02:35:54,24.1447,67.4497,62.6,25,0,5.79
532,Dubrovytsya,UA,2021-01-17 02:35:54,51.5744,26.565,5.2,94,100,6.44
533,Torit,SS,2021-01-17 02:35:54,4.4133,32.5678,76.3,40,60,2.93
534,Talnakh,RU,2021-01-17 02:33:10,69.4865,88.3972,-25.73,68,0,6.8
535,Adeje,ES,2021-01-17 02:35:55,28.1227,-16.726,61.0,63,40,9.22
536,Kadom,RU,2021-01-17 02:35:55,54.5592,42.4675,-3.55,92,99,7.14
537,Barkly West,ZA,2021-01-17 02:35:55,-28.5354,24.5215,51.8,87,0,5.91
538,San Martin,AR,2021-01-17 02:35:55,-33.081,-68.4681,69.8,46,0,5.37
539,Kamenka,RU,2021-01-17 02:26:22,51.3223,42.7678,-3.26,93,97,9.26
540,Beaver Dam,US,2021-01-17 02:35:56,43.4578,-88.8373,32.0,86,90,3.44
541,Sardarshahr,IN,2021-01-17 02:35:56,28.4333,74.4833,57.22,33,0,8.77
542,Vradiyivka,UA,2021-01-17 02:35:56,47.862,30.5919,8.4,91,1,4.99
543,Nova Borova,UA,2021-01-17 02:35:57,50.693,28.6345,2.77,92,79,0.72
544,Turukhansk,RU,2021-01-17 02:26:23,65.8167,87.9833,-21.66,81,100,15.26
545,Junin,AR,2021-01-17 02:35:57,-34.5838,-60.9433,61.0,41,0,9.93
546,Havoysund,NO,2021-01-17 02:35:58,70.9963,24.6622,33.8,100,99,1.14
547,Nogent-Le-Rotrou,FR,2021-01-17 02:35:58,48.3333,1.0,41.0,93,60,9.22
548,Dorobantu,RO,2021-01-17 02:35:58,44.2167,26.95,21.99,56,100,3.0
